Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
265690520.0	530551.0	5266536.0	6019.0	239370742.0	377775.0	21053242.0	86675.0	34086.0	675.6	2021-12-04
