Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
264441376.0	700666.0	5249751.0	7652.0	238467548.0	443286.0	20724077.0	86989.0	33925.0	673.5	2021-12-02
