Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
268706746.0	604858.0	5302569.0	7487.0	241782335.0	484137.0	21621842.0	88951.0	34473.0	680.3	2021-12-09
