Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
268101888.0	688739.0	5295082.0	7981.0	241298198.0	504121.0	21508608.0	88408.0	34395.0	679.3	2021-12-08
