Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
265160308.0	705204.0	5258078.0	7928.0	238974362.0	452414.0	20927868.0	86587.0	34018.0	674.6	2021-12-03
