Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
266774746.0	486828.0	5278417.0	6081.0	240292542.0	503203.0	21203787.0	87019.0	34225.0	677.2	2021-12-06
