Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
267412071.0	627031.0	5286841.0	8232.0	240785876.0	482526.0	21339354.0	87887.0	34306.0	678.3	2021-12-07
