Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
261914114.0	437394.0	5218816.0	4847.0	236472016.0	333326.0	20223282.0	83897.0	33601.0	669.5	2021-11-28
