Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
263740710.0	683497.0	5242099.0	8554.0	238024262.0	462879.0	20474349.0	87099.0	33835.0	672.5	2021-12-01
