Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Date
262435871.0	475969.0	5225070.0	5825.0	237012442.0	451875.0	20198359.0	84373.0	33668.0	670.3	2021-11-29
