#	Country	Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Total tests	Tests/1M pop	Population	Continent
1	USA	49,322,037	+76,101	801,607	+505	39,100,007	+89,256	9,420,423	12,689	147,784	2,402	752,654,229	2,255,183	333,744,223	North America
2	India	34,587,822	+6,990	468,980	+190	34,008,183	+9,905	110,659	8,944	24,720	335	640,291,325	457,625	1,399,161,383	Asia
3	Brazil	22,084,749	+3,843	614,428	+114	21,304,115	+10,801	166,206	8,318	102,866	2,862	63,776,166	297,057	214,693,373	South America
4	UK	10,189,056	+42,580	144,810	+35	9,025,773	+40,719	1,018,473	925	148,985	2,117	361,428,446	5,284,835	68,389,728	Europe
5	Russia	9,604,233	+33,860	273,964	+1,209	8,295,811	+27,700	1,034,458	2,300	65,772	1,876	224,500,000	1,537,430	146,022,882	Europe
6	Turkey	8,770,372	+24,317	76,635	+189	8,301,883	+23,273	391,854	1,405	102,433	895	107,321,500	1,253,458	85,620,347	Asia
7	France	7,628,327	+8,279	119,016	+122	7,113,263	+12,453	396,048	1,563	116,503	1,818	162,981,031	2,489,112	65,477,576	Europe
8	Iran	6,113,192	+4,310	129,711	+82	5,873,441	+10,193	110,040	3,338	71,491	1,517	38,439,240	449,527	85,510,446	Asia
9	Germany	5,825,543	+42,582	101,652	+241	4,852,800	+29,100	871,091	4,459	69,218	1,208	83,816,414	995,889	84,162,420	Europe
10	Argentina	5,328,416	+1,968	116,554	+25	5,192,404	+1,350	19,458	614	116,388	2,546	26,173,874	571,714	45,781,390	South America
11	Spain	5,153,923	+7,637	88,008	+17	4,920,879	+2,195	145,036	673	110,173	1,881	66,213,858	1,415,420	46,780,367	Europe
12	Colombia	5,067,348	+1,975	128,473	+36	4,907,484	+2,053	31,391	342	98,112	2,487	28,064,873	543,381	51,648,595	South America
13	Italy	5,015,783	+7,968	133,739	+65	4,692,408	+4,707	189,636	669	83,131	2,217	118,611,763	1,965,848	60,336,188	Europe
14	Indonesia	4,256,112	+176	143,819	+11	4,104,333	+419	7,960		15,331	518	54,160,249	195,097	277,607,186	Asia
15	Mexico	3,883,842	+1,050	293,897	+38	3,240,521	+1,963	349,424	4,798	29,683	2,246	11,834,145	90,444	130,845,299	North America
16	Poland	3,520,987	+13,141	83,057	+20	3,022,771	+22,459	415,159	1,820	93,177	2,198	24,340,316	644,128	37,788,035	Europe
17	Ukraine	3,427,827	+5,804	85,414	+297	2,920,714	+10,477	421,699	177	79,051	1,970	15,832,613	365,123	43,362,378	Europe
18	South Africa	2,963,679	+2,273	89,822	+25	2,849,439	+1,668	24,418	546	49,097	1,488	19,434,381	321,952	60,364,210	Africa
19	Philippines	2,832,309	+599	48,501	+141	2,767,480	+888	16,328	1,023	25,370	434	24,146,328	216,288	111,639,683	Asia
20	Malaysia	2,627,903	+4,087	30,370	+61	2,532,036	+4,984	65,497	507	79,751	922	37,643,236	1,142,389	32,951,341	Asia
21	Netherlands	2,621,022	+21,443	19,349	+32	2,104,563	+7,897	497,110	575	152,488	1,126	19,205,114	1,117,327	17,188,438	Europe
22	Peru	2,234,970	+895	201,144	+36	N/A	N/A	N/A	962	66,477	5,983	20,273,392	603,014	33,620,094	South America
23	Czechia	2,132,503	+9,300	33,035	+112	1,859,871	+155	239,597	947	198,612	3,077	43,539,197	4,055,042	10,737,051	Europe
24	Thailand	2,111,566	+4,753	20,732	+27	2,013,021	+6,165	77,813	1,369	30,145	296	16,196,007	231,215	70,047,428	Asia
25	Iraq	2,080,448	+826	23,807	+14	2,043,666	+1,367	12,975	103	50,137	574	16,320,352	393,308	41,495,089	Asia
26	Canada	1,790,142	+2,332	29,670	+27	1,734,556	+4,008	25,916	480	46,851	777	48,740,327	1,275,609	38,209,443	North America
27	Romania	1,778,045	+1,096	56,399	+92	1,683,204	+3,262	38,442	1,203	93,305	2,960	15,990,674	839,128	19,056,290	Europe
28	Chile	1,761,365	+1,960	38,343	+30	1,654,564	+2,111	68,458	680	91,036	1,982	25,551,531	1,320,635	19,347,920	South America
29	Belgium	1,734,562	+15,567	26,922	+34	1,325,755	+9,519	381,885	669	148,751	2,309	24,287,332	2,082,805	11,660,874	Europe
30	Japan	1,727,143	+73	18,358		1,707,902	+144	883	43	13,715	146	27,821,836	220,932	125,929,267	Asia
31	Bangladesh	1,576,011	+227	27,980	+2	1,540,597	+280	7,434	1,382	9,437	168	10,868,949	65,081	167,006,043	Asia
32	Israel	1,342,976	+766	8,195	+6	1,329,263	+2,217	5,518	117	144,003	879	31,188,024	3,344,202	9,326,000	Asia
33	Pakistan	1,284,365	+176	28,718	+9	1,241,909	+148	13,738	946	5,659	127	21,913,668	96,561	226,941,972	Asia
34	Serbia	1,252,573	+2,180	11,637	+49	1,189,492	+3,947	51,444	203	144,179	1,339	6,797,349	782,417	8,687,629	Europe
35	Vietnam	1,224,110	+13,770	25,055	+173	974,724	+16,088	224,331	6,413	12,418	254	68,108,275	690,926	98,575,292	Asia
36	Sweden	1,204,859	+1,344	15,119		1,158,200	+862	31,540	41	118,260	1,484	13,708,481	1,345,524	10,188,210	Europe
37	Austria	1,151,809	+8,526	12,425	+37	994,091	+11,799	145,293	619	126,865	1,369	110,110,679	12,128,085	9,078,983	Europe
38	Portugal	1,144,342	+1,635	18,430	+13	1,071,544	+971	54,368	111	112,691	1,815	21,165,845	2,084,342	10,154,691	Europe
39	Hungary	1,096,718	+27,830	34,326	+460	877,251	+14,717	185,141	538	113,937	3,566	8,423,435	875,100	9,625,685	Europe
40	Switzerland	1,004,471	+3,897	11,528	+8	860,263	+1,828	132,680	182	114,875	1,318	12,351,333	1,412,548	8,744,009	Europe
41	Kazakhstan	970,887	+795	12,678	+11	934,813	+827	23,396	528	50,848	664	11,575,012	606,220	19,093,759	Asia
42	Cuba	962,350	+130	8,300		953,130	+192	920	25	85,037	733	11,083,208	979,355	11,316,847	North America
43	Morocco	949,785	+53	14,775	+1	932,133	+148	2,877	347	25,309	394	10,427,240	277,851	37,528,160	Africa
44	Jordan	948,966	+5,661	11,584	+33	883,980	+3,408	53,402	1,045	91,722	1,120	12,116,328	1,171,095	10,346,151	Asia
45	Greece	931,417	+6,911	18,067	+108	835,882	+6,555	77,468	657	89,982	1,745	35,721,156	3,450,955	10,351,094	Europe
46	Georgia	840,593	+1,954	11,974	+47	783,987	+4,477	44,632		211,292	3,010	11,506,875	2,892,377	3,978,346	Asia
47	Nepal	821,121	+243	11,524	+1	802,653	+264	6,944		27,484	386	4,618,231	154,579	29,876,090	Asia
48	UAE	741,976	+58	2,146		736,862	+84	2,968		73,762	213	101,032,600	10,043,911	10,059,090	Asia
49	Tunisia	717,309	+51	25,365	+2	690,903	+112	1,041	58	59,810	2,115	3,170,783	264,381	11,993,220	Africa
50	Bulgaria	692,376	+3,020	28,325	+224	558,928	+2,965	105,123	723	100,716	4,120	6,549,700	952,752	6,874,506	Europe
51	Slovakia	673,015	+5,054	14,341	+67	549,171	+3,299	109,503	549	123,187	2,625	4,563,162	835,227	5,463,379	Europe
52	Lebanon	668,605	+518	8,716	+7	632,623	+1,329	27,266	186	98,582	1,285	4,795,578	707,078	6,782,245	Asia
53	Belarus	653,323	+1,484	5,067	+13	640,132	+1,288	8,124		69,172	536	10,381,143	1,099,123	9,444,931	Europe
54	Guatemala	617,621	+11	15,933	+5	600,146	+112	1,542	5	33,597	867	3,111,321	169,249	18,383,054	North America
55	Croatia	604,347	+1,031	10,826	+67	563,630	+5,399	29,891	308	148,507	2,660	3,437,227	844,635	4,069,482	Europe
56	Azerbaijan	586,640	+857	7,833	+26	552,815	+1,091	25,992		57,132	763	5,526,664	538,230	10,268,225	Asia
57	Costa Rica	566,791	+61	7,296	+4	546,938	+1,273	12,557	84	109,847	1,414	2,715,029	526,188	5,159,803	North America
58	Ireland	564,657	+4,603	5,652		439,623	+2,977	119,382	115	112,579	1,127	8,953,278	1,785,067	5,015,655	Europe
59	Sri Lanka	563,267	+747	14,328	+23	529,662		19,277		26,150	665	5,640,979	261,883	21,540,081	Asia
60	Saudi Arabia	549,720	+25	8,834	+1	538,885	+29	2,001	44	15,451	248	31,078,369	873,505	35,578,933	Asia
61	Bolivia	536,472	+715	19,161	+7	491,946	+759	25,365	220	45,090	1,610	2,586,370	217,383	11,897,757	South America
62	Ecuador	526,870	+70	33,250	+16	443,880		49,740	759	29,236	1,845	2,013,368	111,723	18,021,114	South America
63	Myanmar	521,931	+370	19,097	+9	496,660	+579	6,174		9,503	348	5,562,001	101,265	54,924,965	Asia
64	Denmark	483,253	+4,326	2,883	+11	403,118		77,252	60	83,019	495	93,454,969	16,054,747	5,821,018	Europe
65	Panama	477,608	+94	7,362		467,598	+139	2,648	20	108,286	1,669	4,232,560	959,631	4,410,610	North America
66	Lithuania	468,597	+687	6,722	+26	432,406	+221	29,469	121	175,598	2,519	6,118,609	2,292,832	2,668,582	Europe
67	Paraguay	463,001	+45	16,469	+6	445,723	+66	809	43	63,808	2,270	1,946,045	268,190	7,256,214	South America
68	S. Korea	444,200	+3,304	3,580	+32	393,617	+1,306	47,003	629	8,654	70	15,804,065	307,882	51,331,529	Asia
69	Venezuela	431,296	+600	5,144	+6	418,472	+641	7,680	681	15,228	182	3,359,014	118,601	28,322,074	South America
70	Palestine	430,083	+386	4,531	+3	422,661	+219	2,891	42	81,631	860	2,720,854	516,428	5,268,600	Asia
71	Slovenia	418,416	+1,040	5,208	+20	374,784	+1,800	38,424	193	201,225	2,505	1,930,036	928,196	2,079,342	Europe
72	Kuwait	413,327	+30	2,465		410,610	+35	252		94,806	565	5,310,741	1,218,144	4,359,700	Asia
73	Dominican Republic	407,113	+310	4,204		399,463	+25	3,446	196	37,005	382	2,453,480	223,013	11,001,505	North America
74	Uruguay	399,504	+156	6,130	+1	391,288	+205	2,086	15	114,447	1,756	4,098,744	1,174,177	3,490,737	South America
75	Mongolia	381,135	+190	1,995	+5	313,256		65,884	192	113,677	595	4,030,048	1,202,002	3,352,781	Asia
76	Honduras	377,888		10,403		120,308		247,177	59	37,315	1,027	1,121,382	110,733	10,126,888	North America
77	Libya	372,209	+638	5,448	+10	344,087	+2,364	22,674		53,149	778	1,904,933	272,010	7,003,170	Africa
78	Ethiopia	371,346	+84	6,750	+10	348,886	+87	15,710	299	3,121	57	3,865,030	32,485	118,977,453	Africa
79	Moldova	363,110	+677	9,090	+21	347,118	+489	6,902	205	90,310	2,261	2,196,983	546,416	4,020,713	Europe
80	Egypt	357,629	+911	20,412	+65	296,897	+730	40,320	90	3,404	194	3,693,367	35,156	105,056,935	Africa
81	Armenia	338,120	+189	7,535	+21	316,198	+1,072	14,387		113,804	2,536	2,360,218	794,401	2,971,068	Asia
