#	Country	Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Total tests	Tests/1M pop	Population	Continent
1	USA	49,078,755	+23,672	799,312	+127	38,861,714	+21,031	9,417,729	12,438	147,060	2,395	748,307,879	2,242,231	333,733,637	North America
2	India	34,572,523	+8,774	468,554	+621	33,988,797	+10,967	115,172	8,944	24,711	335	638,247,889	456,189	1,399,087,302	Asia
3	Brazil	22,076,863	+9,233	614,236	+236	21,288,281	+5,477	174,346	8,318	102,834	2,861	63,776,166	297,068	214,685,129	South America
4	UK	10,109,234	+39,175	144,724	+131	8,951,833	+39,409	1,012,677	925	147,822	2,116	358,682,719	5,244,836	68,387,784	Europe
5	Russia	9,536,825	+33,946	271,531	+1,239	8,237,465	+36,494	1,027,829	2,300	65,311	1,860	223,500,000	1,530,586	146,022,541	Europe
6	Turkey	8,724,400	+23,759	76,233	+192	8,258,603	+25,103	389,564	1,405	101,902	890	106,612,299	1,245,247	85,615,390	Asia
7	France	7,588,400	+37,218	118,871	+34	7,098,647	+8,487	370,882	1,563	115,895	1,815	162,981,031	2,489,142	65,476,789	Europe
8	Iran	6,105,101	+3,045	129,549	+87	5,853,066	+11,196	122,486	3,356	71,401	1,515	38,439,240	449,558	85,504,572	Asia
9	Germany	5,744,517	+49,311	101,340	+170	4,803,100	+27,800	840,077	4,202	68,256	1,204	83,816,414	995,906	84,160,960	Europe
10	Argentina	5,325,560	+1,521	116,517	+12	5,189,507	+1,349	19,536	593	116,332	2,545	26,111,525	570,381	45,779,126	South America
11	Spain	5,131,012		87,955		4,914,286		128,771	597	109,683	1,880	66,213,858	1,415,423	46,780,268	Europe
12	Colombia	5,063,177	+2,620	128,394	+51	4,903,231	+2,629	31,552	342	98,037	2,486	27,975,654	541,685	51,645,633	South America
13	Italy	4,994,886	+12,872	133,627	+90	4,682,318	+6,451	178,941	624	82,784	2,215	117,823,171	1,952,762	60,336,672	Europe
