#	Country	Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Total tests	Tests/1M pop	Population	Continent
1	USA	49,331,682	+77,448	801,721	+507	39,130,839	+95,881	9,399,122	12,689	147,810	2,402	752,729,633	2,255,373	333,749,517	North America
2	India	34,587,822	+6,990	468,980	+190	34,008,183	+9,905	110,659	8,944	24,720	335	640,291,325	457,613	1,399,198,423	Asia
3	Brazil	22,084,749	+3,843	614,428	+114	21,304,115	+10,801	166,206	8,318	102,864	2,862	63,776,166	297,051	214,697,495	South America
4	UK	10,188,297	+42,200	144,810	+35	9,025,773	+40,719	1,017,714	925	148,972	2,117	361,428,446	5,284,760	68,390,701	Europe
5	Russia	9,604,233	+33,860	273,964	+1,209	8,295,811	+27,700	1,034,458	2,300	65,772	1,876	224,500,000	1,537,428	146,023,052	Europe
6	Turkey	8,770,372	+24,317	76,635	+189	8,301,883	+23,273	391,854	1,405	102,430	895	107,321,500	1,253,422	85,622,825	Asia
7	France	7,628,327	+8,279	119,016	+122	7,113,263	+12,453	396,048	1,563	116,502	1,818	162,981,031	2,489,097	65,477,969	Europe
8	Iran	6,113,192	+4,310	129,711	+82	5,873,441	+10,193	110,040	3,338	71,488	1,517	38,439,240	449,511	85,513,384	Asia
9	Germany	5,825,543	+42,582	101,652	+241	4,852,800	+29,100	871,091	4,459	69,217	1,208	83,816,414	995,880	84,163,150	Europe
10	Argentina	5,328,416	+1,968	116,554	+25	5,192,404	+1,350	19,458	614	116,385	2,546	26,173,874	571,700	45,782,522	South America
11	Spain	5,153,923	+7,637	88,008	+17	4,920,879	+2,195	145,036	673	110,173	1,881	66,213,858	1,415,418	46,780,416	Europe
12	Colombia	5,067,348	+1,975	128,473	+36	4,907,484	+2,053	31,391	342	98,109	2,487	28,064,873	543,366	51,650,076	South America
13	Italy	5,015,783	+7,968	133,746	+68	4,692,408	+4,707	189,629	669	83,131	2,217	118,611,763	1,965,856	60,335,946	Europe
14	Indonesia	4,256,112	+176	143,819	+11	4,104,333	+419	7,960		15,331	518	54,160,249	195,091	277,615,084	Asia
15	Mexico	3,883,842	+1,050	293,897	+38	3,240,521	+1,963	349,424	4,798	29,682	2,246	11,834,145	90,441	130,848,998	North America
16	Poland	3,520,987	+13,141	83,057	+20	3,022,771	+22,459	415,159	1,820	93,178	2,198	24,340,316	644,130	37,787,922	Europe
