#	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
1.0	China	123773	1317	4636 		104287	247	14850	16	86	3	160000000	111163	1439323776 	Asia
2.0	USA	81350883	35474	996072 	931	56822580	187878	23532231	3471	243339	2979	969701073	2900599	334310610 	North America
3.0	India	43004005	2528	516312 	150	42458543	3997	29150	8944	30649	368	781224304	556775	1403124696 	Asia
4.0	Brazil	29527640	49601	656487 	484	28126647	62887	744506	8318	137252	3052	63776166	296448	215134427 	South America
5.0	France	23860194	101747	140729 	116	22452496	57965	1266969	1695	364168	2148	246629975	3764212	65519680 	Europe
6.0	UK	20001627	89717	163386 	138	18507001	33031	1331240	281	292021	2385	494375963	7217824	68493770 	Europe
7.0	Germany	18140525	296980	127072 	242	14142500	210600	3870953	2494	215342	1508	104701826	1242891	84240536 	Europe
8.0	Russia	17484257	34819	363039 	561	15934645	112614	1186573	2300	119721	2486	273400000	1872076	146041114 	Europe
9.0	Turkey	14644382	21354	96954 	101	14271428	25619	276000	975	170510	1129	149811965	1744322	85885515 	Asia
10.0	Italy	13645834	79895	157442 	128	12400175	48190	1088217	473	226260	2611	194373101	3222884	60310299 	Europe
11.0	Spain	11260040		101416 		10502784		655840	682	240673	2168	471036328	10067967	46785643 	Europe
12.0	Argentina	8990413	4577	127363 	29	8797548	6289	65502	707	195859	2775	34971639	761868	45902517 	South America
13.0	S. Korea	8250592	621328	11481 	429				1159	160691	224	15804065	307805	51344386 	Asia
14.0	Netherlands	7380902	53667	21755 	19	5821253	53495	1537894	155	429135	1265	21107399	1227211	17199489 	Europe
15.0	Vietnam	7174423	178112	41683 	76	3685988	138500	3446752	4435	72593	422	82126716	830981	98831073 	Asia
16.0	Iran	7135719	2580	139387 	98	6805081	6731	191251	2234	83143	1624	48534882	565512	85824734 	Asia
17.0	Colombia	6079231	744	139386 	25	5911449	924	28396	342	117344	2690	33623076	649006	51807055 	South America
18.0	Indonesia	5939082	11532	153212  	237	5523393	28787	262477	2771	21329	550	89980099	323144	278452247 	Asia
19.0	Japan	5911813	56573	26600 	158	5344759	59925	540454	1090	46988	211	41509477	329921	125816574 	Asia
20.0	Poland	5863414	12274	113980 	207	5215898	7955	533536	457	155215	3017	34844547	922400	37775963 	Europe
21.0	Mexico	5619780	5910	321619 	244	4912654	5845	385507	4798	42820	2451	15396315	117313	131241075 	North America
22.0	Ukraine	4922901	5144	107412 	72				177	113730	2481	19521252	450983	43285970 	Europe
23.0	Malaysia	3927437	27004	34185 	86	3596453	29450	296799	373	118752	1034	53049502	1604033	33072571 	Asia
24.0	Australia	3767956	52341	5665 	26	3442974	31840	319317	96	144899	218	65006859	2499876	26004029 	Australia/Oceania
25.0	Israel	3745408	8056	10417 	12	3692166	5883	42825	325	401609	1117	41373364	4436346	9326000 	Asia
26.0	Czechia	3716205	8550	39306 	28	3595972	3825	80927	129	345924	3659	53196535	4951812	10742842 	Europe
27.0	South Africa	3700484	1681	99829 	62	3585603	1310	15052	546	61081	1648	23514233	388134	60582803 	Africa
28.0	Belgium	3683784	13820	30492 	20	3417067	7284	236225	181	315512	2612	32285642	2765227	11675586 	Europe
29.0	Philippines	3672661	598	57880 	145	3569387	500	45394	289	32772	516	28624002	255421	112066117 	Asia
30.0	Peru	3539400	947	211691 	30				615	104857	6272	28107876	832717	33754406 	South America
31.0	Canada	3385567	5868	37104 	81	3233089	5803	115374	510	88382	969	58875646	1536979	38306081 	North America
32.0	Portugal	3380263		21285 		2876177		482801	70	333161	2098	37805639	3726148	10146037 	Europe
33.0	Chile	3353259	15735	44246 	184	2634821	24013	674192	875	172885	2281	34410260	1774105	19395838 	South America
34.0	Austria	3335900	52045	15320 	31	2887173	35506	433407	211	366825	1685	169094014	18594065	9093978 	Europe
35.0	Thailand	3276098	25456	23998 	77	3026969	22217	225131	687	46736	342	17270775	246379	70098489 	Asia
