#	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
1.0	China	126234	2461	4636 		104624	337	16974	18	88	3	160000000	111163	1439323776 	Asia
2.0	USA	81388590	32236	997136 	721	56975477	152897	23415977	3362	243448	2983	970918607	2904195	334315903 	North America
3.0	India	43005914	1909	516381 	69	42458543		30990	8944	30649	368	781224304	556760	1403161736 	Asia
4.0	Brazil	29576397	48757	656867 	380	28163904	37257	755626	8318	137476	3053	63776166	296442	215138549 	South America
5.0	France	23957773	97579	140841 	112	22506003	53507	1310929	1695	365655	2150	246629975	3764190	65520073 	Europe
6.0	UK	20093762	90349	163511 	125	18541447	34446	1388804	292	293362	2387	495276718	7230872	68494742 	Europe
7.0	Germany	18424575	284050	127289 	217	14323500	181000	3973786	2494	218712	1511	104701826	1242880	84241266 	Europe
8.0	Russia	17518699	34442	363563 	524	16039709	105064	1115427	2300	119957	2489	273400000	1872073	146041284 	Europe
9.0	Turkey	14663508	19126	97077 	123	14291702	20274	274729	975	170728	1130	150124082	1747905	85887993 	Asia
10.0	Italy	13724411	76250	157607 	165	12446583	46408	1120221	474	227564	2613	194863984	3231036	60310057 	Europe
11.0	Spain	11324637	21533	101703 	95	10571203	22807	651731	682	242053	2174	471036328	10067957	46785693 	Europe
12.0	Argentina	9004829	14416	127439 	76	8803205	5657	74185	691	196168	2776	35025226	763016	45903649 	South America
13.0	S. Korea	8657609	407017	11782 	301				1049	168618	229	15804065	307804	51344506 	Asia
14.0	Netherlands	7435118	54216	21774 	19	5885105	63852	1528239	151	432285	1266	21107399	1227203	17199593 	Europe
15.0	Vietnam	7367112	163174	41740 	57	3861959	175971	3463413	4144	74541	422	82412626	833853	98833464 	Asia
16.0	Iran	7137894	2175	139478 	91	6812005	6924	186411	2167	83165	1625	48534882	565492	85827671 	Asia
17.0	Colombia	6079896	665	139415 	29	5912154	705	28327	342	117353	2691	33647572	649460	51808536 	South America
18.0	Japan	5966960	55147	26764 	164	5401611	56852	538585	991	47426	213	41672987	331223	125815520 	Asia
19.0	Indonesia	5948610	9528	153411 	199	5549220	25827	245979	2771	21363	551	90155919	323766	278460144 	Asia
20.0	Poland	5875072	11660	114087 	107	5223340	7442	537645	434	155525	3020	34916243	924301	37775851 	Europe
21.0	Mexico	5624954	5174	321806 	187	4917930	5276	385218	4798	42858	2452	15413920	117444	131244774 	North America
22.0	Ukraine	4928032	5131	107477 	65				177	113850	2483	19521252	450991	43285256 	Europe
23.0	Malaysia	3951678	24241	34244 	59	3623068	26615	294366	383	119481	1035	53237993	1609677	33073704 	Asia
24.0	Australia	3816633	48677	5694 	29	3442974		367965	92	146766	219	65109379	2503741	26004837 	Australia/Oceania
25.0	Israel	3751049	5641	10417 		3698791	6625	41841	291	402214	1117	41373364	4436346	9326000 	Asia
26.0	Czechia	3724368	8163	39318 	12	3608651	12679	76399	135	346682	3660	54322163	5056566	10742896 	Europe
27.0	South Africa	3702042	1558	99868 	39	3587145	1542	15029	546	61105	1648	23543564	388605	60584846 	Africa
28.0	Belgium	3696059	12275	30510 	18	3429809	12742	235740	181	316559	2613	32331016	2769080	11675724 	Europe
29.0	Philippines	3673201	545	57999 	119	3569711	324	45491	289	32776	518	28649322	255638	112070103 	Asia
30.0	Peru	3539400		211691 					615	104854	6271	28107876	832686	33755661 	South America
31.0	Portugal	3458727	9808	21408 	16				66	340897	2110	37805639	3726178	10145956 	Europe
32.0	Canada	3394348	8178	37150 	46	3236619	3530	120579	510	88609	970	58924697	1538223	38306984 	North America
33.0	Austria	3387012	51112	15344 	24	2926418	39245	445250	207	372440	1687	169566273	18645708	9094118 	Europe
34.0	Chile	3368704	14525	44339 	93	2667517	32696	656848	851	173678	2286	34515210	1779475	19396286 	South America
35.0	Thailand	3303169	27071	24078 	80	3048491	21522	230600	687	47122	343	17270775	246377	70098966 	Asia
36.0	Switzerland	3253776	15091	13467 	4	2610682	20024	629627	146	371323	1537	19698846	2248045	8762657 	Europe
37.0	Denmark	2850170	6809	5338 	38	2697097	19135	147735	27	489130	916	126478393	21705498	5827021 	Europe
38.0	Romania	2810630	3749	64625 	36	2606660		139345	465	147783	3398	21713083	1141675	19018628 	Europe
39.0	Greece	2756487	23621	26847 	55	2481680	9151	247960	354	266684	2597	70675555	6837709	10336145 	Europe
40.0	Sweden	2475687		18020 		2400581	4009	57086	42	242554	1765	18342988	1797141	10206759 	Europe
