#	Country	Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Total tests	Tests/1M pop	Population	Continent	Date
1	USA	49716825.0	132822.0	806398.0	1264.0	39389646.0	71083.0	9520781.0	13475.0	148962.0	2416.0	757565059.0	2269825.0	333754810.0	North America	2021-12-02
2	India	34615757.0	9216.0	470115.0	391.0	34037054.0	8548.0	108588.0	8944.0	24739.0	336.0	643510926.0	459902.0	1399235464.0	Asia	2021-12-02
3	Brazil	22118782.0	12910.0	615225.0	205.0	21351505.0	12387.0	152052.0	8318.0	103021.0	2865.0	63776166.0	297046.0	214701617.0	South America	2021-12-02
4	UK	10329074.0	53945.0	145281.0	141.0	9126128.0	30145.0	1057665.0	931.0	151028.0	2124.0	364875273.0	5335083.0	68391673.0	Europe	2021-12-02
5	Russia	9703107.0	33389.0	277640.0	1221.0	8400117.0	35185.0	1025350.0	2300.0	66449.0	1901.0	226100000.0	1548384.0	146023223.0	Europe	2021-12-02
6	Turkey	8839891.0	21747.0	77230.0	192.0	8372778.0	22284.0	389883.0	1405.0	103239.0	902.0	108390557.0	1265871.0	85625303.0	Asia	2021-12-02
7	France	7773530.0	48416.0	119330.0	103.0	7141276.0	3764.0	512924.0	1934.0	118719.0	1822.0	162981031.0	2489082.0	65478363.0	Europe	2021-12-02
8	Iran	6125596.0	3839.0	129988.0	76.0	5901532.0	8958.0	94076.0	3839.0	71631.0	1520.0	38439240.0	449496.0	85516321.0	Asia	2021-12-02
9	Germany	6026796.0	73486.0	102909.0	357.0	4979700.0	42100.0	944187.0	4636.0	71608.0	1223.0	83816414.0	995872.0	84163880.0	Europe	2021-12-02
10	Argentina	5335310.0	2681.0	116617.0	20.0	5196096.0	1316.0	22597.0	617.0	116533.0	2547.0	26305365.0	574558.0	45783654.0	South America	2021-12-02
11	Spain	5189220.0	14500.0	88122.0	42.0	4925978.0	1427.0	175120.0	772.0	110927.0	1884.0	66213858.0	1415417.0	46780466.0	Europe	2021-12-02
12	Colombia	5074079.0	2262.0	128643.0	57.0	4913921.0	2328.0	31515.0	342.0	98237.0	2491.0	28207446.0	546110.0	51651557.0	South America	2021-12-02
13	Italy	5060430.0	16806.0	134003.0	72.0	4717556.0	7650.0	208871.0	698.0	83871.0	2221.0	120584972.0	1998567.0	60335704.0	Europe	2021-12-02
14	Indonesia	4256998.0	311.0	143850.0	10.0	4105352.0	388.0	7796.0	0.0	15334.0	518.0	55038077.0	198248.0	277622982.0	Asia	2021-12-02
15	Mexico	3891218.0	3345.0	294428.0	182.0	3248012.0	2793.0	348778.0	4798.0	29737.0	2250.0	11883217.0	90814.0	130852697.0	North America	2021-12-02
16	Poland	3596487.0	27352.0	84656.0	502.0	3066218.0	17690.0	445613.0	1862.0	95176.0	2240.0	24547160.0	649605.0	37787809.0	Europe	2021-12-02
17	Ukraine	3463872.0	13531.0	87057.0	525.0	2995727.0	23535.0	381088.0	177.0	79885.0	2008.0	15962709.0	368136.0	43360950.0	Europe	2021-12-02
18	South Africa	2988148.0	11535.0	89915.0	44.0	2850905.0	763.0	47328.0	546.0	49499.0	1489.0	19580433.0	324350.0	60368296.0	Africa	2021-12-02
19	Philippines	2833334.0	425.0	48752.0	40.0	2769180.0	341.0	15402.0	1023.0	25377.0	437.0	24313150.0	217767.0	111647653.0	Asia	2021-12-02
20	Netherlands	2684734.0	23043.0	19524.0	65.0	2128014.0	7682.0	537196.0	609.0	156192.0	1136.0	19205114.0	1117314.0	17188644.0	Europe	2021-12-02
21	Malaysia	2644027.0	5806.0	30521.0	47.0	2551253.0	7246.0	62253.0	511.0	80235.0	926.0	38028329.0	1153996.0	32953607.0	Asia	2021-12-02
22	Peru	2239421.0	1579.0	201282.0	73.0	0.0	0.0	0.0	978.0	66605.0	5987.0	20414072.0	607153.0	33622605.0	South America	2021-12-02
23	Czechia	2193390.0	21134.0	33400.0	129.0	1872802.0	485.0	287188.0	1064.0	204280.0	3111.0	43942413.0	4092555.0	10737159.0	Europe	2021-12-02
24	Thailand	2125729.0	4971.0	20845.0	33.0	2031156.0	5402.0	73728.0	1369.0	30347.0	298.0	14913135.0	212898.0	70048383.0	Asia	2021-12-02
25	Iraq	2082774.0	713.0	23859.0	15.0	2047266.0	1042.0	11649.0	107.0	50187.0	575.0	16384117.0	394798.0	41500033.0	Asia	2021-12-02
26	Canada	1798872.0	3243.0	29737.0	23.0	1742524.0	2625.0	26611.0	497.0	47077.0	778.0	49000664.0	1282362.0	38211249.0	North America	2021-12-02
27	Belgium	1786444.0	20409.0	27072.0	57.0	1345928.0	5012.0	413444.0	780.0	153196.0	2322.0	24849495.0	2130965.0	11661149.0	Europe	2021-12-02
28	Romania	1781957.0	1149.0	56707.0	58.0	1691356.0	2172.0	33894.0	1076.0	93514.0	2976.0	16057174.0	842649.0	19055592.0	Europe	2021-12-02
29	Chile	1766493.0	2219.0	38403.0	47.0	1659771.0	1331.0	68319.0	706.0	91297.0	1985.0	25724028.0	1329488.0	19348816.0	South America	2021-12-02
30	Japan	1727430.0	126.0	18362.0	2.0	1708219.0	140.0	849.0	38.0	13718.0	146.0	27983144.0	222217.0	125927160.0	Asia	2021-12-02
31	Bangladesh	1576827.0	261.0	27986.0	3.0	1541661.0	313.0	7180.0	1382.0	9441.0	168.0	10928659.0	65435.0	167015002.0	Asia	2021-12-02
32	Israel	1344668.0	565.0	8199.0	0.0	1331063.0	697.0	5406.0	115.0	144185.0	879.0	31188024.0	3344202.0	9326000.0	Asia	2021-12-02
33	Pakistan	1285631.0	377.0	28745.0	8.0	1242718.0	364.0	14168.0	904.0	5664.0	127.0	22072293.0	97250.0	226965448.0	Asia	2021-12-02
34	Vietnam	1266288.0	13698.0	25658.0	210.0	1005310.0	13258.0	235320.0	6600.0	12845.0	260.0	68989197.0	699829.0	98580073.0	Asia	2021-12-02
35	Serbia	1259005.0	1980.0	11792.0	48.0	1199419.0	2724.0	47794.0	177.0	144922.0	1357.0	6845489.0	787976.0	8687438.0	Europe	2021-12-02
36	Sweden	1212145.0	2202.0	15136.0	1.0	1160273.0	1150.0	36736.0	43.0	118971.0	1486.0	13708481.0	1345479.0	10188553.0	Europe	2021-12-02
37	Austria	1179244.0	8882.0	12625.0	72.0	1036553.0	13892.0	130066.0	637.0	129883.0	1391.0	111537645.0	12284879.0	9079263.0	Europe	2021-12-02
38	Portugal	1154817.0	2898.0	18471.0	13.0	1078708.0	1025.0	57638.0	128.0	113724.0	1819.0	21283107.0	2095923.0	10154529.0	Europe	2021-12-02
39	Hungary	1124726.0	10466.0	34931.0	218.0	902000.0	10309.0	187795.0	550.0	116848.0	3629.0	8516699.0	884801.0	9625551.0	Europe	2021-12-02
40	Switzerland	1034892.0	8733.0	11603.0	16.0	864890.0	2320.0	158399.0	218.0	118350.0	1327.0	12532330.0	1433191.0	8744354.0	Europe	2021-12-02
41	Kazakhstan	973045.0	753.0	12716.0	13.0	938335.0	952.0	21994.0	528.0	50958.0	666.0	11575012.0	606181.0	19094986.0	Asia	2021-12-02
42	Jordan	963655.0	4665.0	11661.0	28.0	894077.0	3711.0	57917.0	1139.0	93136.0	1127.0	12271386.0	1186019.0	10346704.0	Asia	2021-12-02
43	Cuba	962778.0	150.0	8305.0	0.0	953722.0	156.0	751.0	22.0	85075.0	734.0	11138793.0	984270.0	11316809.0	North America	2021-12-02
