#	Country	Total Cases	New Cases	Total Deaths	New Deaths	Total Recover	New Recorver	Active Cases	Serious Critical	Cases/1M pop	Deaths/1M pop	Total tests	Tests/1M pop	Population	Continent	Date
1	USA	50424897.0	129232.0	814181.0	1366.0	39815866.0	71029.0	9794850.0	14473.0	151067.0	2439.0	768344446.0	2301867.0	333791863.0	North America	2021-12-08
2	India	34666241.0	9419.0	474111.0	159.0	34089137.0	9525.0	102993.0	8944.0	24771.0	339.0	650660144.0	464925.0	1399494746.0	Asia	2021-12-08
3	Brazil	22167781.0	10055.0	616298.0	231.0	21399316.0	13045.0	152167.0	8318.0	103235.0	2870.0	63776166.0	297006.0	214730471.0	South America	2021-12-08
4	UK	10610114.0	51060.0	145987.0	161.0	9340390.0	39692.0	1123737.0	880.0	155122.0	2134.0	371694121.0	5434245.0	68398479.0	Europe	2021-12-08
5	Russia	9895597.0	30752.0	284823.0	1179.0	8602067.0	36976.0	1008707.0	2300.0	67767.0	1951.0	229200000.0	1569601.0	146024415.0	Europe	2021-12-08
6	Turkey	8964711.0	20874.0	78407.0	192.0	8516522.0	29833.0	369782.0	1128.0	104676.0	916.0	110515595.0	1290427.0	85642651.0	Asia	2021-12-08
7	France	8048931.0	61340.0	120032.0	133.0	7231425.0	20194.0	697474.0	2426.0	122920.0	1833.0	170480237.0	2603502.0	65481117.0	Europe	2021-12-08
8	Germany	6339593.0	68832.0	104932.0	571.0	5225700.0	55300.0	1008961.0	4636.0	75320.0	1247.0	85782441.0	1019169.0	84168990.0	Europe	2021-12-08
9	Iran	6144644.0	3309.0	130446.0	90.0	5943467.0	6492.0	70731.0	3185.0	71836.0	1525.0	39632983.0	463344.0	85536882.0	Asia	2021-12-08
10	Argentina	5348123.0	1881.0	116708.0	5.0	5206911.0	1377.0	24504.0	692.0	116793.0	2549.0	26536077.0	579497.0	45791578.0	South America	2021-12-08
11	Spain	5259221.0	12455.0	88271.0	34.0	4939507.0	2105.0	231443.0	814.0	112423.0	1887.0	66213858.0	1415406.0	46780811.0	Europe	2021-12-08
12	Italy	5152253.0	17948.0	134472.0	86.0	4768578.0	9540.0	249203.0	791.0	85396.0	2229.0	123896511.0	2053510.0	60334010.0	Europe	2021-12-08
13	Colombia	5086381.0	1915.0	128929.0	55.0	4927104.0	1660.0	30348.0	342.0	98455.0	2496.0	28478384.0	551245.0	51661923.0	South America	2021-12-08
14	Indonesia	4258340.0	264.0	143909.0	16.0	4109068.0	351.0	5363.0	0.0	15336.0	518.0	56927434.0	205012.0	277678266.0	Asia	2021-12-08
15	Mexico	3905319.0	3304.0	295601.0	289.0	3262422.0	2338.0	347296.0	4798.0	29839.0	2259.0	11976549.0	91509.0	130878589.0	North America	2021-12-08
16	Poland	3732590.0	28543.0	86795.0	591.0	3194731.0	10055.0	451064.0	2026.0	98780.0	2297.0	25210982.0	667186.0	37787020.0	Europe	2021-12-08
17	Ukraine	3519981.0	9371.0	89436.0	450.0	3109423.0	26804.0	321122.0	177.0	81188.0	2063.0	16160332.0	372736.0	43355952.0	Europe	2021-12-08
18	South Africa	3071064.0	19842.0	90038.0	36.0	2867966.0	3318.0	113060.0	546.0	50860.0	1491.0	19912794.0	329777.0	60382597.0	Africa	2021-12-08
19	Philippines	2835434.0	211.0	49760.0	170.0	2773009.0	546.0	12665.0	899.0	25390.0	446.0	24522686.0	219589.0	111675551.0	Asia	2021-12-08
20	Netherlands	2808892.0	18062.0	19842.0	72.0	2193044.0	11736.0	596006.0	633.0	163409.0	1154.0	19205114.0	1117267.0	17189367.0	Europe	2021-12-08
21	Malaysia	2673019.0	5020.0	30746.0	28.0	2581395.0	4525.0	60878.0	428.0	81095.0	933.0	38730402.0	1175018.0	32961537.0	Asia	2021-12-08
